orgid,ein,charity_name,category,city,state,efficiency_rating_star,affiliate_payments,admin_expense,total_revenue,program_expense,other_revenue,capacity_rating,program_expense_percent,primary_revenue_growth,fund_efficiency,cause,tag_line,overall_rating,website,total_functional_expense,leader_comp,program_expense_growth,net_assets,efficiency_rating,leader_comp_percent,capacity_rating_star,budget_surplus,admin_expense_percent,fund_expense,primary_revenue,url,fund_expense_percent,email,working_capital_ratio,overall_rating_star
5299,38-2635531,Adventist Frontier Missions,Religion,Berrien Springs,MI,2,0,"787,128","4,379,259","2,612,557","361,225",15.70,65.3,-1.6,0.14,Religious Activities,Reaching the unreached,44.74,http://www.afmonline.org,"3,997,936","68,084",-0.7,"5,452,093",29.03,1.70,2,"381,323",19.6,"598,251","4,018,034",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5299,14.9,mailto:afm@afmonline.org,1.36,2
6991,38-3256028,Adventist Southeast Asia Projects,Religion,Berrien Springs,MI,4,0,"181,958","1,753,039","1,784,298","2,664",25.00,85.7,12.6,0.06,Religious Activities,Christ is coming ASAP,63.57,http://www.asapministries.org/,"2,080,044","46,277",25.9,"342,912",38.57,2.22,4,"-327,005",8.7,"113,788","1,750,375",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6991,5.4,mailto:office@asapministries.org,0.16,4
6574,43-0798771,Adventure Unlimited,Human Services,Greenwood Village,CO,3,0,"459,594","3,357,749","3,262,144","-214,547",25.78,79.3,2.4,0.18,"Youth Development, Shelter, and Crisis Services",Opening windows to God,61.21,http://www.adventureunlimited.org/,"4,110,446","123,512",9.6,"10,024,638",35.43,3.00,4,"-752,697",11.1,"388,708","3,572,296",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6574,9.4,mailto:audbcommunity@adventureunlimited.org,1.38,4
10426,11-2247307,Advocates for Children of New York,Public Benefit,New York,NY,4,0,"221,905","4,371,919","3,501,375","173,830",27.50,87.1,17.0,0.09,Advocacy and Civil Rights,Promoting access to the best education New York can provide for all students,66.21,http://www.advocatesforchildren.org,"4,016,120","134,198",11.8,"2,905,721",38.71,3.34,4,"355,799",5.5,"292,840","4,198,089",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10426,7.2,mailto:info@advocatesforchildren.org,0.72,4
5261,36-3292374,The Advocates for Human Rights,International,Minneapolis,MN,4,0,"116,456","5,676,480","5,441,295","64,819",22.50,96.8,90.8,0.01,"International Peace, Security, and Affairs",Promoting and protecting internationally recognized human rights,62.17,http://www.mnadvocates.org,"5,617,973","79,339",68.1,"555,597",39.67,1.41,4,"58,507",2.0,"60,222","5,611,661",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5261,1.0,mailto:hrights@advrights.org,0.09,4
5408,52-1173590,Advocates for Youth,Health,Washington,DC,3,0,"675,610","3,399,402","3,923,223","20,818",17.50,79.0,-5.8,0.10,Treatment and Prevention Services,Rights. Respect. Responsibility.,52.90,http://www.advocatesforyouth.org,"4,962,913","168,102",12.2,"4,534,967",35.40,3.38,3,"-1,563,511",13.6,"364,080","3,378,584",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5408,7.3,mailto:information@advocatesforyouth.org,0.91,3
6263,54-1646669,Advocates International,Public Benefit,Springfield,VA,4,0,"54,205","840,598","670,401","8,397",12.34,86.2,5.2,0.06,Advocacy and Civil Rights,Doing justice with compassion,50.22,http://www.advocatesinternational.org,"777,104","97,307",3.4,"-35,559",37.88,12.52,1,"63,494",6.9,"52,498","832,201",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6263,6.7,mailto:info@advocatesinternational.org,-0.04,3
9504,38-2882823,Affirmations,Public Benefit,Ferndale,MI,0,0,"270,662","825,966","729,639","104,920",10.00,60.5,-16.5,0.30,Advocacy and Civil Rights,People building community,30.36,http://www.goaffirmations.org,"1,204,388","97,081",-5.1,"3,104,427",20.36,8.06,1,"-378,422",22.4,"204,087","721,046",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9504,16.9,mailto:info@GoAffirmations.org,2.57,1
4525,53-0218859,The Africa-America Institute,International,New York,NY,2,0,"1,310,812","3,415,378","3,380,208","-45,654",10.96,70.9,-2.7,0.02,"International Peace, Security, and Affairs","Educating people, connecting worlds",39.48,http://www.aaionline.org,"4,762,917","226,170",-1.0,"8,210,028",28.52,4.74,1,"-1,347,539",27.5,"71,897","3,461,032",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4525,1.5,mailto:aainy@aaionline.org,1.72,1
5857,95-2275044,African Enterprise,Religion,Monrovia,CA,2,0,"146,425","1,295,488","766,591","15,316",7.50,69.1,-9.1,0.15,Religious Activities,"A ministry of missions, evangelism, and reconciliation in Africa",36.91,http://www.africanenterprise.org,"1,109,140","23,200",-14.5,"595,289",29.41,2.09,1,"186,348",13.2,"196,124","1,280,172",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5857,17.6,mailto:info@aeusa.org,0.53,1
3219,52-0781390,African Wildlife Foundation,Animals,Washington,DC,4,0,"1,290,327","20,333,026","16,732,156","-650,723",30.00,85.5,6.7,0.07,Wildlife Conservation,Ensuring the wildlife and wild lands of Africa will endure forever,68.55,http://www.awf.org,"19,547,247","226,063",10.1,"26,054,132",38.55,1.15,4,"785,779",6.6,"1,524,764","20,983,749",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3219,7.8,mailto:africanwildlife@awf.org,1.21,4
3220,23-7116952,Africare,International,Washington,DC,4,0,"2,836,792","47,988,918","43,772,757","-7,494",19.34,92.4,8.4,0.01,Development and Relief Services,"Improving lives, building futures",58.58,http://www.africare.org,"47,353,232","177,844",4.3,"9,091,387",39.24,0.37,3,"635,686",5.9,"743,683","47,996,412",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3220,1.5,mailto:development@africare.org,0.12,3
3222,39-1711417,AFS-USA,International,New York,NY,4,0,"2,547,906","30,224,143","25,050,391","98,925",12.98,87.1,-0.4,0.08,"International Peace, Security, and Affairs","Connecting lives, sharing cultures",51.69,http://usa.afs.org,"28,750,444","144,639",2.1,"19,662,719",38.71,0.50,2,"1,473,699",8.8,"1,152,147","30,125,218",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3222,4.0,mailto:afsinfo@afs.org,0.53,3
8074,95-4441208,After-School All-Stars,Human Services,Los Angeles,CA,2,0,"477,638","1,206,642","2,055,719","-651,915",17.08,73.5,5.8,0.14,"Youth Development, Shelter, and Crisis Services",After school programs & youth summer camps for at risk youth,46.03,http://www.afterschoolallstars.org,"2,796,377","250,000",-13.3,"2,035,571",28.94,8.94,2,"-1,589,735",17.0,"263,020","1,858,557",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8074,9.4,mailto:mail@afterschoolallstars.org,0.72,2
8881,52-1231983,"Aga Khan Foundation, USA",International,Washington ,DC,4,0,"4,296,622","28,477,759","57,899,279","-272,673",20.00,92.7,-18.7,0.00,Development and Relief Services,Dedicated to improving living conditions and opportunities for the poor,59.27,http://www.akdn.org/akf,"62,438,611","53,750",28.4,"170,715,336",39.27,0.08,3,"-33,960,852",6.8,"242,709","28,750,432",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8881,0.3,mailto:info@akfusa.org,2.73,3
5635,68-0226944,Agape Villages,Human Services,San Ramon,CA,0,0,"161,889","3,101,757","2,114,953","125,780",0.00,65.2,-6.0,0.75,Children's and Family Services,Healing hearts and building families,18.06,http://www.agapevillages.org,"3,242,303","89,371",-0.7,"-3,938,836",18.06,2.75,0,"-140,546",4.9,"965,461","2,975,977",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5635,29.7,mailto:info@agapevillages.org,-1.21,0
7928,95-2542982,Agency for Jewish Education of San Diego County,Religion,San Diego,CA,2,0,"92,070","972,302","912,607","17,977",7.45,79.1,-6.2,0.21,Religious Activities,Enriching Jewish lives through Jewish education,37.56,http://www.ajesd.org/,"1,152,677","155,307",-1.5,"713,735",30.10,13.47,1,"-180,375",7.9,"148,000","954,325",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7928,12.8,mailto:ajesd@ajesd.org,0.39,1
9755,91-1276578,Agros International,International,Seattle,WA,2,0,"354,585","3,988,980","2,788,286","63,974",21.60,71.4,-2.1,0.19,Development and Relief Services,Land. Hope. Life.,51.24,http://www.agros.org/,"3,903,735","92,500",17.4,"6,272,926",29.64,2.36,3,"85,245",9.0,"760,864","3,925,006",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9755,19.4,mailto:miracles@agros.org,1.01,3
3223,13-5604164,Agudath Israel of America,Religion,New York,NY,4,0,"1,308,336","13,169,316","11,624,180","482,675",25.95,88.8,4.1,0.01,Religious Activities,Promoting ideals of Orthodox Judaism,64.83,,"13,083,159","83,337",3.7,"18,126,899",38.88,0.63,4,"86,157",10.0,"150,643","12,686,641",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3223,1.1,mailto:cfo@agudathisrael.org,1.38,4
9407,23-2072722,Aid For Friends,Human Services,Philadelphia,PA,4,0,"146,892","3,785,139","3,882,931","119,050",17.86,94.4,1.8,0.02,Social Services,Food and friendship; little miracles love can bring,57.02,http://www.aidforfriends.org/,"4,112,014","68,834",4.7,"3,082,410",39.16,1.67,3,"-326,875",3.5,"82,191","3,666,089",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9407,1.9,mailto:info@aidforfriends.org,0.68,3
5063,22-2707246,AIDS Action Committee of Massachusetts,Health,Boston,MA,1,0,"1,182,827","9,237,313","5,699,978","604,141",18.24,64.0,10.3,0.24,"Diseases, Disorders, and Disciplines",Preventing new HIV infections and optimizing the health of those already infected,42.15,http://www.aac.org,"8,904,459","184,105",1.5,"2,776,393",23.90,2.06,3,"332,854",13.2,"2,021,654","8,633,172",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5063,22.7,mailto:info@aac.org,0.31,2
8802,13-3632234,AIDS Community Research Initiative of America,Health,New York,NY,2,0,"298,701","3,190,149","2,424,893","1,059",25.00,77.4,19.9,0.13,"Diseases, Disorders, and Disciplines","Helping people with HIV lead longer, healthier lives",57.25,http://acria.org,"3,131,423","132,977",16.8,"855,192",32.25,4.24,4,"58,726",9.5,"407,829","3,189,090",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8802,13.0,mailto:info@acria.org,0.27,3
8535,94-2922039,AIDS Emergency Fund,Health,San Francisco,CA,3,0,"113,147","1,920,841","1,665,810","128,704",15.58,81.9,-0.1,0.14,"Diseases, Disorders, and Disciplines",Providing critical financial assistance to people living with disabling HIV/AIDS,48.77,http://aidsemergencyfund.org/,"2,033,538","76,608",2.8,"1,575,575",33.19,3.76,2,"-112,697",5.5,"254,581","1,792,137",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8535,12.5,mailto:ptyrone@aef-sf.org,0.77,2
5707,76-0073661,AIDS Foundation Houston,Health,Houston,TX,4,0,"590,739","9,335,504","7,740,373","506,075",27.50,86.8,14.4,0.06,"Diseases, Disorders, and Disciplines",Creating positive social impact,66.18,http://www.aidshelp.org,"8,909,899","100,140",12.8,"4,804,155",38.68,1.12,4,"425,605",6.6,"578,787","8,829,429",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5707,6.4,mailto:info@afhouston.org,0.53,4
3224,95-3842506,AIDS Project Los Angeles,Health,Los Angeles,CA,3,0,"1,214,931","14,239,600","11,013,857","338,356",10.73,79.3,-3.8,0.12,"Diseases, Disorders, and Disciplines","Leadership in prevention, advocacy and service",43.66,http://www.apla.org,"13,884,138","213,701",1.5,"8,058,172",32.93,1.53,1,"355,462",8.7,"1,655,350","13,901,244",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3224,11.9,mailto:info@apla.org,0.56,2
7701,95-4264845,AIDS Research Alliance,Health,West Hollywood,CA,1,0,"178,321","1,935,832","1,590,293","13,934",15.77,75.1,-6.4,0.35,Medical Research,Because research works,40.78,http://www.aidsresearch.org/,"2,116,771","128,728",8.2,"1,143,484",25.01,6.08,2,"-180,939",8.4,"348,157","1,921,898",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7701,16.4,mailto:info@aidsresearch.org,0.54,2
3803,94-3231546,The Aims Project,International,San Ramon,CA,4,0,"8,682","5,696,587","5,863,941","21,584",22.50,99.8,9.0,0.00,Single Country Support Organizations,Compassion has no limits,62.48,http://www.aimshospital.org,"5,874,786","
                  None reported",37.2,"884,218",39.98,--,4,"-178,199",0.1,"2,163","5,675,003",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3803,0.0,mailto:donations@aimsproject.org,0.15,4
6492,54-1797281,Air Force Aid Society,Human Services,Arlington,VA,3,0,"1,413,360","-862,249","12,778,847","-7,067,577",12.43,88.0,-1.2,0.05,Social Services,The official charity of the United States Air Force,47.81,http://www.afas.org/,"14,512,573","194,139",-1.6,"148,158,584",35.37,1.33,1,"-15,374,822",9.7,"320,366","6,205,328",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6492,2.2,mailto:dvosburg@afas.org,10.09,2
8760,23-7078212,Air Force Enlisted Village,Human Services,Shalimar,FL,3,0,"605,918","7,702,359","6,995,096","5,447,181",20.11,88.3,4.1,0.17,Social Services,Providing a home,55.42,http://www.afenlistedwidows.org/,"7,916,381","130,881",2.2,"16,335,567",35.30,1.65,3,"-214,022",7.6,"315,367","2,255,178",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8760,3.9,mailto:afef@afev.us,2.06,3
6890,31-0668800,Air Force Museum Foundation,"Arts, Culture, Humanities",Wright Patterson Air Force Base,OH,0,0,"211,317","4,680,186","1,443,696","1,935,342",23.89,64.2,21.5,0.32,Museums,Supporting the National Museum of the United States Air Force,45.32,http://www.airforcemuseum.com,"2,246,006","106,379",2.9,"22,861,686",21.42,4.73,4,"2,434,180",9.4,"590,993","2,744,844",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6890,26.3,mailto:afmffrnd@donet.com,10.17,2
10661,75-2679444,Airline Ambassadors International,International,Moss Beach,CA,4,0,"118,091","734,267","1,240,044","9,124",5.00,90.5,-43.8,0.01,"International Peace, Security, and Affairs",Providing humanitarian aid to children and families in need,44.05,http://www.airlineamb.org/,"1,369,075","36,100",-31.7,"527,337",39.05,2.63,1,"-634,808",8.6,"10,940","725,143",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10661,0.7,mailto:fundraising@airlineamb.org,0.38,2
4993,13-3548993,Aish New York,Religion,New York,NY,4,0,"448,918","5,314,347","7,238,105","234,375",20.00,89.6,-12.4,0.08,Religious Activities,Adventures in urban Judaism,58.28,http://www.aishny.com/,"8,077,307","314,208",17.8,"8,317,492",38.28,3.89,3,"-2,762,960",5.5,"390,284","5,079,972",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4993,4.8,mailto:ny@aish.com,1.02,3
6627,34-0813426,Akron Art Museum,"Arts, Culture, Humanities",Akron,OH,1,0,"1,429,532","1,390,210","2,777,323","-271,688",20.00,62.9,-34.0,0.17,Museums,Promoting the appreciation of art,46.29,http://www.akronartmuseum.org,"4,414,055","172,038",31.3,"52,328,088",26.29,3.89,3,"-3,023,845",32.3,"207,200","1,661,898",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6627,4.6,mailto:mail@akronartmuseum.org,8.28,2
6133,34-1087615,Akron Community Foundation,Public Benefit,Akron,OH,2,0,"1,199,443","23,673,629","8,564,811","16,598,457",26.05,81.5,6.5,0.10,Community Foundations,Enriching lives since 1955,56.70,http://www.akroncommunityfdn.org,"10,504,090","112,000",6.0,"93,985,678",30.65,1.06,4,"13,169,539",11.4,"739,836","7,075,172",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6133,7.0,mailto:sallen@akroncommunityfdn.org,5.37,3
8192,34-1369388,Akron-Canton Regional Foodbank,Human Services,Akron,OH,3,0,"752,028","24,578,191","22,855,367","-46,280",30.00,93.5,14.0,0.03,"Food Banks, Food Pantries, and Food Distribution",A source of hope to those in need,64.35,http://www.akroncantonfoodbank.org,"24,432,673","140,894",19.9,"9,827,945",34.35,0.57,4,"145,518",3.0,"825,278","24,624,471",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8192,3.3,mailto:josie@akroncantonfoodbank.org,0.38,4
7261,63-0652734,Alabama Shakespeare Festival,"Arts, Culture, Humanities",Montgomery,AL,3,0,"1,354,525","9,163,522","6,201,776","203,020",11.83,77.7,2.0,0.06,Performing Arts,Providing classical and contemporary artistic works,47.11,http://www.asf.net/,"7,975,788","171,683",0.8,"2,794,411",35.27,2.15,1,"1,187,734",16.9,"419,487","8,960,502",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7261,5.2,mailto:info@asf.net,0.35,2
5818,94-2960297,Alameda County Community Food Bank,Human Services,Oakland,CA,3,"19,037","342,891","26,489,057","23,652,080","248,505",30.00,95.3,12.1,0.03,"Food Banks, Food Pantries, and Food Distribution",Alleviating hunger in Alameda County,67.03,,"24,814,640","150,142",12.7,"13,551,607",37.03,0.60,4,"1,674,417",1.3,"819,669","26,240,552",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5818,3.3,,0.54,4
5928,92-0061466,Alaska Conservation Foundation,Environment,Anchorage,AK,4,0,"277,725","4,794,633","3,350,583","55,583",17.50,83.5,15.4,0.08,Environmental Protection and Conservation,Ensuring that Alaska's unparalleled natural resources are protected for future generations,55.72,http://alaskaconservation.org/,"4,012,237","106,358",-3.7,"6,928,917",38.22,2.65,3,"782,396",6.9,"383,929","4,739,050",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5928,9.5,mailto:acfinfo@akcf.org,0.56,3
7132,52-1814742,Alaska Wilderness League,Environment,Washington,DC,1,0,"310,938","3,547,710","2,434,511","267,156",22.99,69.4,4.2,0.23,Environmental Protection and Conservation,"Your land, your voice",47.43,http://www.alaskawild.org/,"3,504,283","94,427",20.8,"1,451,801",24.44,2.69,4,"43,427",8.8,"758,834","3,280,554",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7132,21.6,mailto:membership@alaskawild.org,0.41,2
3227,52-0992700,The Alban Institute,Religion,Herndon,VA,0,0,"1,171,362","2,058,016","2,792,656","357,538",14.94,67.7,-4.6,0.52,Religious Activities,"Strengthening congregations to be vital communities of faith, health and leadership",36.45,http://www.alban.org,"4,124,877","198,934",0.9,"4,613,992",21.50,4.82,2,"-2,066,861",28.3,"160,859","1,700,478",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3227,3.8,mailto:Funding@alban.org,1.06,1
